,lat,lon,alt
113,516.9449850223767,-8990.636535020354,6.348915839750733
114,519.1264306849299,-8997.69611147594,6.35903491109941
115,520.6202057842881,-9003.550761770317,6.367407536070747
116,522.1527503486807,-9011.9937852312,6.3794407618959985
117,522.9618981776616,-9019.227213332808,6.389717774712064
118,523.3136141169783,-9026.51859452312,6.400047340078859
119,523.0941987467316,-9034.442221278736,6.411232562399291
120,522.5871563967689,-9040.930795047416,6.420372448155756
121,521.7365151986031,-9047.017865357304,6.428922037765226
122,520.4851536043527,-9052.760916113017,6.436957124909593
123,518.8921595641249,-9059.767519013667,6.446761961331966
124,516.1479801780213,-9067.9561749277,6.458159521588109
125,513.5820491582363,-9074.332363715635,6.4670077905286645
126,510.330338335783,-9081.111280198591,6.476381010560673
127,507.02021808309246,-9086.856786725866,6.484288083364995
128,502.33934979784254,-9094.096737481575,6.494221377652655
129,497.60006957187073,-9100.303280200664,6.5026892299242744
130,492.23144487542856,-9106.280914813158,6.510791545987532
131,488.0046122465271,-9110.592136587207,6.51661419734814
132,483.3773230718915,-9114.789007484987,6.522248935259143
133,478.6922981896274,-9118.526623795524,6.527229761143607
134,473.03533857716525,-9122.495066188156,6.532473571319107
135,466.219881799816,-9126.998439035604,6.538404277399922
136,460.2760842705897,-9130.220825556346,6.542577135532001
137,453.7602586577588,-9133.329066472797,6.546553117035935
138,448.0439773575715,-9135.517698858259,6.549278113930162
139,440.7838662695023,-9137.937840964581,6.5522330696404945
140,434.49493393198765,-9139.495583431686,6.554029351757802
141,429.0063001429548,-9140.765291571792,6.555473912879608
142,422.03033688387984,-9141.69227730049,6.556334070680933
143,415.7974145046573,-9142.273878978473,6.556756134961777
144,408.7065131609501,-9142.741672225442,6.55696626767684
145,400.0139653989503,-9142.924294370516,6.55667519861947
146,392.57950303096834,-9143.04799895553,6.556389179687713
147,381.5989530151179,-9142.888851366237,6.555493251739316
148,375.07922907298416,-9142.781797335834,6.554952283884297
149,367.2440740880218,-9142.618895806641,6.554261984906357
150,356.89264128861856,-9142.516413236672,6.553526172952418
151,349.0574678603478,-9142.353510993966,6.552858277784751
152,340.70764826509765,-9142.24863950827,6.552255522153307
153,333.7876305064598,-9142.199478952225,6.551818326703176
154,325.95243364624986,-9142.036575824986,6.551178895790865
155,318.4032463574279,-9141.930748344324,6.550645121077047
156,312.68419545900133,-9141.880154418173,6.5502890495571595
157,308.8245527963094,-9141.781831037793,6.549959791565105
